date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:59:24	1610/1610	---M-Z	200	added ('OK')	text/plain	etag:W/%2262ea646c-2ac7%22	https://docs.djangoproject.com/robots.txt		(from )
18:59:25	48151/48151	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2017:59:22%20GMT	https://docs.djangoproject.com/en/4.1/	D:/djangodocs/DjangoDocs/docs.djangoproject.com/en/4.1/index.html	(from )
18:59:25	1308/1308	---M--	200	added ('OK')	application/opensearchdescription+xml	date:Mon,%2006%20Mar%202023%2017:59:22%20GMT	https://docs.djangoproject.com/en/4.1/search/description/	D:/djangodocs/DjangoDocs/docs.djangoproject.com/en/4.1/search/description/index.html	(from https://docs.djangoproject.com/en/4.1/)
18:59:25	1628/1628	---M--	200	added ('OK')	image/png	etag:%2261fe878e-65c%22	https://static.djangoproject.com/img/icon-touch.e4872c4da341.png	D:/djangodocs/DjangoDocs/static.djangoproject.com/img/icon-touch.e4872c4da341.png	(from https://docs.djangoproject.com/en/4.1/)
18:59:25	782/782	---M--	200	added ('OK')	image/png	etag:%2261fe878e-30e%22	https://static.djangoproject.com/img/icon-tile.b01ac0ef9f67.png	D:/djangodocs/DjangoDocs/static.djangoproject.com/img/icon-tile.b01ac0ef9f67.png	(from https://docs.djangoproject.com/en/4.1/)
18:59:25	15390/15390	---M--	200	added ('OK')	image/png	etag:%2261fe878e-3c1e%22	https://static.djangoproject.com/img/logos/django-logo-negative.1d528e2cb5fb.png	D:/djangodocs/DjangoDocs/static.djangoproject.com/img/logos/django-logo-negative.1d528e2cb5fb.png	(from https://docs.djangoproject.com/en/4.1/)
18:59:25	116542/116542	---M-Z	200	added ('OK')	text/css	etag:W/%2263e0fee6-1c73e%22	https://static.djangoproject.com/css/output.1adc4207e45f.css	D:/djangodocs/DjangoDocs/static.djangoproject.com/css/output.1adc4207e45f.css	(from https://docs.djangoproject.com/en/4.1/)
18:59:26	17305/17305	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2261fe878e-4399%22	https://static.djangoproject.com/js/lib/webfontloader/webfontloader.e75218f5f090.js	D:/djangodocs/DjangoDocs/static.djangoproject.com/js/lib/webfontloader/webfontloader.e75218f5f090.js	(from https://docs.djangoproject.com/en/4.1/)
18:59:26	2383/2383	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2261fe878e-94f%22	https://static.djangoproject.com/js/lib/modernizr.3b36762e418a.js	D:/djangodocs/DjangoDocs/static.djangoproject.com/js/lib/modernizr.3b36762e418a.js	(from https://docs.djangoproject.com/en/4.1/)
18:59:26	3552/3552	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%226347cbe1-de0%22	https://static.djangoproject.com/js/mod/switch-dark-mode.a0e0dca32970.js	D:/djangodocs/DjangoDocs/static.djangoproject.com/js/mod/switch-dark-mode.a0e0dca32970.js	(from https://docs.djangoproject.com/en/4.1/)
